specific_dialogue_content,interaction_strategy,call_type,is_fraud,fraud_type
"音频内容：

left: 喂你好。
right: 你好，哪位？
left: 我是小李，最近看看你们店在招兼职，想了解一下。
right: 你好，小李，我们这里确实有兼职的信息，你什么时候方便过来了解一下？
left: 明天下午可以吗？
right: 可以，明天下午3点，我们店在光明路108号，你就过来吧。
left: 好的，那我明天三点准时到，就是需要准备什么吗？
right: 不用准备什么，就过来聊一聊具体的工作内容和时间安排就行。
left: 好的，谢谢。那明天见。
right: 明天见，路上注意安全。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 喂，能听到吗？
left: 呃，你好，我是电商平台的客服，就是您账上累积的这个购物积分呢。今天晚上12点就。
left: 啊，您怎么还没有拿去消费呢？这个是能帮您抵扣3900多块钱的现金的。
right: 哦，是吗？嗯，我最近确实没怎么关注这个积分。
left: 你这个账号这些积分呢，都是您平时买的东西充值送给您的。嗯，您可以拿这个积分去咱们平台购买很多的商品。
right: 那我可以用这些积分买些什么呢？
left: 怎么呢这个这个账上这些积分都已经用啊，省了不少钱。嗯，烟酒、百货、手机、数码呀，都是可以用积分兑换的。
right: 那我得赶紧看看呀。
left: 对，收到短信的话，您一定要点开去我们这个商城看一下。
right: 好的，我一会儿就看。
left: 那您要是有什么问题可以随时联系我，我会帮您解决的。
right: 好的，谢谢你的提醒。



**",Relevance,咨询客服,False,
"音频内容：

left: 喂，你好，我是小杨。这边是华夏银行的客服专员，想了解一下你最近有没有资金周转的需求。
right: 你好，我目前没有这个需求。
left: 哦，就是这样。不过现在我们有一个特别的活动，就是申请贷款，可以享受非常低的利息，而且不需要任何抵押，只需要就是提供一些基本的个人信息。
right: 这样嗯听起来不错，但我还是觉得嗯不需要。
left: 理解你的顾虑，但是我可以加个微信，然后后续有任何资金需求都可以随时联系我，我可以第一时间为你提供帮助。
right: 加微信就不用了。
left: 那这样吧，我给你发个链接，你可以先了解一下我们这个活动的具体内容。那不申请也没有关系，就当时参考一下。
right: 好吧，你可以发给我看看。
left: ，稍等一下，我这就发给你。还有就是如果有任何疑问，随时可以联系我。我的电话是130。
left: 1230123。
right: 好的，谢谢。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是广西银行的李经理。你名下有一个美食店的营业执照，我们银行可以为你提供一笔50万的低息贷款。不知道你现在有没有资金周转的需求呢？
right: 啊，是吗？我现在手头确实有点紧，不过我对这个贷款还是有些顾虑。
left: 理解你的顾虑。不过我们这个贷款产品非常合适，小企业主，而且流程非常简单。如果你感兴趣的话，可以点击我发给你的链接，下载我们的官方APP。然后里面有详细的贷款信息和这个申请流程。
right: 下载APP的话，那我觉得得考虑一下。毕竟现在网络诈骗主播呢。
left: 放心我们是正规银行绝对不会有问题的。而且呢下载APP后还可以享受更多的优惠。你只需要提供一些基本的资料，剩下的事情我们银行就会帮你搞定。
right: 那 what's this.
right: 不过就是链接安全吗。
left: 绝对安全。我们银行的链接都是经过加密处理的，你只需要按照这种提示操作就可以了。
right: 好吧，我是。
left: 太好了，你有任何问题都可以随时联系我。我的电话是13800138000，祝你使用愉快，有任何问题都可以随时咨询。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 我是您的预约服务专员，可以帮助您预约所需的服务。请问您需要预约什么服务呢？
right: 我需要预为一个内科检查。
left: 好的，内科检查已经为您安排好了。请问您放便的时间是什么时候？我们有周一至周五的上午9点到下午5点，以及周六上午9点到12点，可供选择。
right: 周三上午10点可以。
left: 周三上午10点的时间已经为您预留。您的预约姓名和联系方式是什么？以便我们记录相关信息。
right: 姓名是李明，然后电话是13812345678。
left: 好的李林先生，您的预愿已经成功。周三上午10点，我们将为您准备好一切。
left: 您的预约编号是123456，请务必携带身份证件和预约短信前来。如果有任何变动，那请提前联系我们。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 喂，你好，我最近想买一个新手机，你能帮我看看吗？
right: 你好，当然可以，您想买什么类型的手机，是需要性能强的，还是注重摄影功能呢？
left: 我主要是用来玩游戏，然后偶尔拍拍照，然后预算大概在3000元左右。
right: 好的，这个预算内有几个不错的选择。比如这款新出的游戏手机，然后配置高，散热好，非常适合玩这个游戏。摄影方面也配备了4摄像头，能满足日常拍照需求。
left: 听起来不错，这款手机的电池续航如何？
right: 这款手机的电池容量是5000毫安时，玩大型游戏也能坚持一整天，而且支持快充充电速度也很快。
left: 那太好了，有没有现货，我可以去那个店里看看吗？
right: 有现货的，你方便的话，可以来我们店里体验一下。然后地址的话是市中心的电子城三楼。我们店是上午10点到晚上9点营业。
left: 我，明天下午不去看。
left: 谢谢你的推荐。
right: 不客气，明天见。如果有什么问题，就随时就联系我。



**",Relevance,日常购物,False,
"音频内容：

left: 喂，你到了吗？
right: 到了，然后我在门口呢。
left: 好的，我马上下。
right: 行，你快点下来吧，我这等着呢。
left: 我看到你了，你等我2分钟。
right: 好，你快点，我这有点急。
left: 知道了，我这就下去。
right: 下声。
left: 好的，谢谢你。
right: 不客气，小你下来。



**",Factual Authenticity / Truthfulness,打车服务,False,
"音频内容：

left: 喂，您好，我是您的银行客服专员。
left: 最近我们发现您的账户有异常活动，为了您的安全，我们需要立即采取行动。
left: 那您能提供一下您的姓名和账户号码，以便我们核实信息吗？
right: 嗯，真的吗？我最近确实没这么有那个账户，不过这听起来挺勤松的。那我们需要怎么做呢？
left: 是的，这种情况情况确实很紧急。为了防止您的资金被盗，我们需要尽快确认您的身份。
left: 请您告诉我您的全名和账户号码，我们好，就进行下一步的核实。
right: 好的，我明白了，那我得先找找账夫号码，您等一下。不过呢您能告诉我您的工号或者名字吗？这样我也可以确认一下您的身份。
left: 当然可以，我叫李华，工号是1234，请您尽快提供您的信息。
left: 这样我们才能确保您的账户安全。
right: 李华先生，我这就去找找我的账户信息，您稍等一下。
right: 不过我还是有点担心，毕竟这种事情挺敏感，你能再告诉我具体的一常活动是什么吗？？
right: 这样嗯我也好，心里就。
left: 好的，我理解您的这个担忧。我们发现您的账户在海外有多笔小额转账，这就非常不寻常。为了您的安全，我们需要立即停止这些转账并冻结账户，请您尽快提供您的信息，时间非常紧迫。
right: 好的，我明白了。
right: 不过呢我还是想再确认一下您说的这些转账具体是什么时候发生的那我最近确实没出过国，然后也没在国外购物。
right: 那这些转账会不会是误报呢？
left: 这些转账发生在今天早上。
left: 金额虽然不大，但频繁且分散，这通常是诈骗分子测试账户安全性的手法。
left: 为了防止您的财产损失。
left: 我们需要立即采取行动。
left: 请您配合提供必要的信息。
right: 大概就是这样，那我就得赶快处理了。
right: 不过呢我记得银行好像有专门的这个防诈骗电话，您能让我先打那个号码确认一下吗？我就是想确保万无一失。
left: 我完全理解您的谨慎，但这种情况非常紧急。
left: 任何延误都可能导致您的财产受损。
left: 为了您的安全，我建议您立即提供信息，我们好马上处理。
left: 如果您担心，我可以提供我们的官方客服电话。
left: 感情务必尽快，这个时间真的不多了。
right: 我感觉工队对，确实挺急的。
right: 那我就就找找我的这个账户信息吧。
right: 不过呢我还是想先打个电话给银行确认一下，毕竟这种事情不能大意。
right: 那年侬女生。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 你好，这里是顺丰快递客服中心。我们发现您的包裹中有一件价值不菲的物品，需要您支付一笔税费才能继续派送。请您提供一下联系方式和地址，以便我们进行后续处理。
right: 真的吗？嗯，我最近好像没有买什么贵重的东西，你们能帮我查一下是哪个包裹吗？我好，确认一下。
left: 当然可以，麻烦您提供一下您的姓名和手机号码，我这边查询一下具体的包裹信息吧，这不会耽误太久的。
right: 嗯，好的，我叫李明。然后手机号码是13812345678，麻烦你帮我查一下，我确实不太记得有买过什么贵重的东西。
left: 抱歉，可能是系统出现了一些误判。
left: 嗯，那如果您没有收到贵重物品的包裹，那就不需要担心了。呃，祝您生活愉快，再见。
right: 哦，好的，那可能是系统出错了，谢谢你的提醒。然后再。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是华兴银行的李经理。最近我们银行有一个特别好的理财产品，想了解一下吗？
right: 哦，理财产品，然后那是什么样？
left: 这是一个高收益的投资项目，年化收益率可以达到10%，而且风险非常低，就是非常适合你这样的优质客户。
right: 听起来不错，但是我对这种投资不太了解。
left: 没事，我这里有一个详细的介绍资料，你可以看看，只要点击这个链接，就可以查看详细信息了。
right: 好的，我看看。
left: 太好了，这个链接会直接引导你到我们的投资平台，你可以注册一个账号，这个操作非常简单。
right: 注册账号需要提供什么信息？
left: 只需要你的姓名、手机号码和身份证号码注册完成后，你就可以开始投资了。
right: 好的，那我就试试看。



**",Relevance,咨询客服,True,投资诈骗
"音频内容：

left: 喂，你好，我想问一下，就是你们餐厅有没有包销？
right: 你好友的，我们这里大概有好几个包厢，你大概需要多少人的呢？
left: 大概10个人左右，想给朋友过生日。
right: 好的，10个人的保厢我们有，然后大约就是什么时间？
left: 下周五晚上6点半可以吗？
right: 可以的，周五晚上6点半，我会为你预留的。
left: 那我们提前多久到比较好？
right: 建议你们提前15到20分钟到会比较好，这样就可以有时间点菜，调整一下环境。
left: 好的，那我们到时候直接来就行了吧。
right: 对的，你们直接过来就行，我们这边就会准备好一切的。
left: 那太好了，谢谢你的帮助。
right: 不客气有任何问题，欢迎随时联系我们，尊您朋友，节日快，再见。
left: 好的，再见。



**",Relevance,预约服务,False,
"音频内容：

left: 喂，你好，我是小张。最近怎么样？
right: 哎，小张挺好的，你呢最近呢忙什么呢？
left: 我最近在准备一个项目就是挺忙的。你觉得呢？你觉得呢最近有没有什么什么新鲜事？
right: 也就那样，这些画面呢，其实我觉得挺好玩的对了，那你这个效目是关于什么？
left: 呃，这个项目是关于我们公司新推出的一款智能家居产品的市场调研，你对智能家居感兴趣吗？
right: 这款现是的现在家里也想装一些这能家这设备，就省设备，你们公司有什么那个推荐的吗？
left: 有的我们最新的一款智能音箱和智能门锁。
left: 都挺受欢迎的，操作简单，安全性也很高。
left: 你有时间可以来我们店里看看。
right: 好的，什么时候方便？我可以过去看看。
left: 你什么时候有空就告诉我，我这边安排一下。
right: 那就这个周末吧，下午两点怎么样？
left: 行，那就定在这个周末下午2点，我在店里等你。



**",Relevance,预约服务,False,
"音频内容：

left: 喂，您好，我是您的朋友小李的同事。现在小李出事了才被人绑架。您能听到我说这种话吗？
right: 就对小李出事了，真的。
right: 真的这怎么可能？这个然后小李前几天还来医院找我看病呢，这等等你说是绑架，所以听起来不太对劲，我就得先报警。



**",Clarity,,,
"音频内容：

left: 喂，你好，我是农商银行的客服专员。你最近在我们这里申请的小额贷款已经审核通过了，现在需要你配合我们进行下一步的操作。
right: 哦，是吗？那我需要做什么呢？
left: 为了确保你的贷款安全发放，我们需要你先支付一笔保证金。这个保证金在贷款发放后会全额退还给你。
right: 这么操作挺麻烦的，保证金是多少？
left: 保证金是3000元，你只需要通过支付宝或者微信转到我们提供的账户，转完之后马上就可以办理下一步。
right: 好吧，那我怎么知道这个账户是你们银行的呢？
left: 你放心吧，我们是正规银行，这个账户是专门用于贷款保证金的，你可以先转一小部分，比如300元，然后等我们确认收到之后呢，你就可以放心转剩下的。
right: 那好吧，我试试看。
left: 好的，这是我们的账户信息。然后收到后我们会立即处理你的贷款申请。
right: 好的，我这里去转。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 你好，这里是某某银行的客服中心。您的账户刚刚有一笔异常交易，我们需要立即核实您的信息，以确保账户安全。
left: 请问您现在方便接听电话吗？
right: 你好，我方便接续听，请问有什么问题？
left: 非常感谢您的配合。为了确保您的账户安全，我们需要核实几个问题。
left: 首先请问您今天是否有进行过一笔金额为600元的转账操作？
right: 没有我今天没有进行过任何转账操作，那这到底是。
left: 这就对了，我们怀疑这是一笔未经授权的交易。
left: 为了尽快处理，我们需要您提供一下身份证号码和开户时预留的手机号码，以便我们进行下一步的核实，请您放心，您的信息安全是我们最关心的。
right: 我都明白了，我的身份证号码是XXXXXXXXXXXXXXXXXXXXXXXXXXXX吧，你们会尽快处理的吧。
left: 非常感谢您的配合，我们已经记录了您的信息，就会立即进行调查。如果您有任何疑问，可以随时拨打我们的客服热线，祝您生活愉快，再见。
right: 好的，先的感做。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好啊，你们店还开门。
right: 你好，我们店现在还开着呢，有什么可以帮助你的？
left: 我想买个手机壳，你们这里有卖吗？
right: 有的我们这里有各种款式的手机壳，你是什么型号的手机？
left: 我用的是苹果十三，想要一个挺透明的。
right: 好的，我们这里有透明的苹果十三手机壳，你方便过来挑一下吗？
left: 我现在就就就在那附近，就应该很快就能到。
right: 那太好了，我这边给你留着，你过来的时候就直接找我就行。
left: 好的，谢谢。就大概10分钟后到。
right: 没问题，这边在然后路上注意安全。



**",Clarity,日常购物,False,
"音频内容：

left: 喂，你好，这里是速卖通的客服，我是客服专员李文博，你的运营老师张佳怡通知你有重要信息需要处理，你方便听一下吗？
right: 好那，你说吧。
left: 好的，你的店铺最近有一些订单出现了问题，需要你尽快处理。张老师建议你下载我们的最新版上加管理APP，这样可以更方便地处理订单和管理店铺。
right: 下载APP怎么下载？
left: 非常简单，你只需要点击这个链接，我就发短信给你。点击链接后按照提示下载安装就可以了。
right: 好的，我等一下短信。
left: 好多短信已经发到你的手机上了，你就注意查收。下载安装后，记得用你的账号登录，这样就可以更好去管理你的店铺。
right: 好的，我知道了，谢谢。
left: 不客气，如果在使用过程中有任何问题，就可以随时联系我，祝你生意兴隆，再见。
right: 系.



**",Clarity,咨询客服,True,钓鱼诈骗
"音频内容：

left: 喂，你好，我是小王。想问一下你们店的营业时间是怎样的？
right: 你好，小王先生，我们店视早上10点到晚上10点营业，周末会延长到11点。
left: 哦，这样吧，那我觉得周末晚上过去吃个饭应该没问题吧。
right: 当然可以周末晚上我们这里的客人会比较多，建议你提前预约，这样就可以确保有这个位置。
left: 好的，那我打算周五晚上7点去，可以帮我预定一个位置吗？
right: 没问题，中五晚上7点。
right: 我后面您预留一个妹子，那，请问需要什么样的送位？
right: 比如靠窗或者安静的小路。
left: 就安静的角落吧，我就带了朋友一起来。
left: 希望环境能舒适点。
right: 跑在这个角度我会特别安排，那请问需要去先剪菜吗？
left: 不用到时候再看吧，谢谢你的服务这5件。
right: 不客气，周五见，祝你一天愉快。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 你好，这里是某某银行的客服中心，我是客服代表小丽。我们发现您的账户可能存在异常交易。
left: 为了保障您的资金安全，请您提供一下开户时预留的手机号码，以便我们进行身份验证。
right: 不过呢我最近没发现有什么异常。
right: 你们怎么会知道我的账户有问题呢？
left: 您好，这是我们后台系统自动检测到的。您的账户在短时间内就有多笔大额转账记录。这不符合您平时的交易习惯。
left: 为了确保您的资金安全。
left: 我们需要尽快确认您的身份，请您提供一下手机号码好吗？
right: 啊，然后我确实没注意到有什么异常交易。不过呢我还是有些担心直接提供手机号码会不会有风险，毕竟现在骗子太多了，那你们有没有什么其他办法确认我的身？
left: 我非常理解您的这个。
left: 呃，为确保您的信息安全，我们也可以通过其他方式进行验证。
left: 请问您可以提供一下您的身份证号吗？
left: 后四位和开户时的地址信息吗？
left: 这样也能确保是您本人在进行操作。
right: 后来，我明白了。
right: 那我先提供身份证号码的后四位吧，不过地址信息我需要回去查一下。那我的身份证号码后四位是6789，那这样可以。
left: 系啦，我明白。
left: 为了您的安全，我们可以通过其他方式继续验证。
left: 请您放心，我们会尽快处理您的账户问题。
left: 如果你有任何疑问，可以随时拨打我们的客服热线。
left: 感谢您的配合，祝您生活愉快。
right: 好的，谢谢。我会注意观察账户的动态，有什么情况再联系你们吧。



**",Relevance,,,
"音频内容：

left: 喂，你好，这边是天猫客服中心，你是李明吗？
right: 是的，你还有什么事吗？
left: 你之前在我们天猫商城购买了一件外套，我们发现这件商品存在质量瑕疵，真的需要为你办理退款。
right: 哦，真的吗？那怎么办？理退款。
left: 为了快速处理，你需要下载我们专门的退款处理APT这样可以更快地完成退款流程。
right: 好的，那我怎么下载这个APP呢？
left: 你只需要点击这个链接，然后按照提示下载安装就可以了。
right: 好了，我觉得这就去下载。
left: 好的，下载安装后，你会收到一个验证码，然后输入这个验证码后就可以完成退款操作了。
right: 谢谢，我下载了，会联系你的。
left: 不客气，如果有什么问题可以随时联系我，祝你生活愉快，再见。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是来自华夏银行的客户经理李经理。
right: 你好，怎么。
left: 我们注意到你最近有贷款的需求，现在有一个特别好的机会可以为你提供一笔无抵押贷款利率就非常优惠。
right: 真的吗？怎么是。
left: 非常简单，你只需要点击我发给你的链接，然后填写一些基本信息。我们的审核团队会尽快处理。
right: 那如果我通过了审核呢。
left: 一旦审核通过，我们会立即给你放款，然后整个过程就非常快捷。
right: 听起来不错，但我怎么知道你们是正规的？
left: 我们是华夏银行的正规渠道，你可以通过我们的官方网站查询我的信息。为了方便呢，我还可以添加你的微信，随时解答你的疑问。
right: 好，那你把微信发给我。



**",Relevance,咨询客服,True,钓鱼诈骗
"音频内容：

left: 您好，这里是顺丰快递客服中心。您的包裹在运输过程中被发现有问题，需要您协助处理。
left: 请问您最近是否有收到我们的通知？
right: 您好，我最近确实收到过一条短信，说我的包裹有问题，但我以为是系统误报就没太在意。然后能麻烦您帮我确认一下具体情况吗？
left: 当然可以，那您的包裹内含有违禁品，根据规定，我们需要您支付一笔罚款才能继续派送。为了避免给您带来更多的麻烦，请问您的全名和身份证号码大概是多少？我们需要核对信。
right: 哦，就这样，那我需要了解一下具体的违禁品是什么，为什么会出现在我的包裹里？哦，我平时购物都挺小心的，就这到底是怎么回事呢？
left: 理解您的担忧。根据我们收到的信息，包裹内还有一些电子设备，可能是商家误疾。为了避免法律问题，我们需要您支付一笔罚款。
left: 这样我们才能放行包裹。请问您方便支付1200元的罚款吗？嗯，我们可以通过线上支付快速解决这个问。
right: 1200元这个数额有点大，我需要再确认一下，毕竟这里现都是小数目，您能给我一些时间考虑吗？我需要和家人商量一下。
left: 我明白您的顾虑，但是确实是个紧急情。
left: 需要尽快处理。如果您不及时支付罚款包裹，有可能会被销毁，这将给您带来更大的损失。您可以现在先支付，我们确保这个问题能够迅速解决。如果您实在不方便，那我就只能按照规定处理了。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂喂，你好，这边是淘宝客服中心的小王。您最近在我们这个平台购买的商品有质量问题，我们准备为您处理退货退款。
right: 哦，真的吗？那那太好了，我正打算联系你们呢。
left: 是的，为了确保您的权益，我们需要您提供一下购买时的订单号。
right: 好的，订单号是123456789。
left: 好的，我们已经查到了您的订单信息。为了更快地处理退款呢，您需要下载我们专门的退款处理AP，然后点击这个链接下载。
right: 挺好的，我觉得就是下。
left: 下载后请您注册并登录，然后在首页选择退款服务，输入您的订单号和银行卡号，我们会尽快处理。
right: 好的，我知道了。
left: 如果有任何问题，就可以随时联系我。我的微信是A123456，方便后续沟通。
right: 好的，谢谢你的帮助。



**",Relevance,日常购物,True,客服诈骗
"音频内容：

left: 喂，你最近怎么样？
right: 挺好的，最近工作员忙，那你呢？
left: 我也是，不过还好就是周末一起去吃饭怎么样。
right: 还有什么推荐的餐厅吗？
left: 有个新开的餐厅，听说还不错，环境和服务其实都挺好的。
right: 那我们就去试试看吧。
left: 周六晚上6点怎么样？
right: 可以就是周六6点就记得提前定个位置。
left: 好的，我今天这里地，到时见。
right: 走到时候见路上注意安全。



**",Clarity,订餐服务,False,
"音频内容：

left: 你家的那个小商铺上面的小公寓出租吗？
right: 对，是要出租。
right: 那你觉得有需求吗？
left: 暂时没有，我是帮那个一个朋友问的。
right: 哦，那你朋友是准备自己住，还是找人合作？
left: 呃，打算自己住，但是想先看看房子怎么样。
right: 可以的，你朋友什么时候方便来看房？
left: 这周末可以吗？
right: 这周末可以，然后具体几点。
left: 周六下午3点行吗？
right: 今周六下午3点地址是XX路XXX号，你朋友直接过来。
left: 还有什么钥匙方面，方便留一把吗？
right: 只有一把钥匙，不过周六我肯定会在的。
left: 那就好就麻烦你了。
right: 不客气，有什么问题可以随时联系我。
left: 好的，周末见。
right: 周末见路上就注意安全。



**",Relevance,预约服务,False,
"音频内容：

left: 親に。
right: いハいいじゃん欲しい。
left: 我想问一下，你们这里有预约这个理发的时间吗？
right: 有的我们这里可以预约理发，你想预约什么时间段？
left: 明天下午3点钟可以吗？
right: 明天下午3点钟就可以了。如果需要确认一下，你方便留下联系方式吗？
left: 好的，我的电话是13800138000。
right: 好的，我已经记录下来了。明天下午3点钟哦，进常室来。
left: 还有我记得第一次来你们店怎么走。
right: 我们店在光明路和幸福大街的交叉口，你从光明路过来看到幸福大街右转直走大约500米。那左边就是我们的店铺了。
left: 明白了，谢谢你的详细指导。
right: 不客气，如果有时的们就随时可以联系边天加。
left: 好的，明天见再见。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 我是交通咨询员，可以帮您规划路线或解答交通相关的问题。
right: 好的，我最近在准备考试，不太关注交通情况。如果需要的话，我就会联系你什么的。
left: 如果您没有其他问题，那我祝您旅途愉快，感谢您的咨询。
right: 谢谢，祝你一切顺利。



**",Factual Authenticity / Truthfulness,交通咨询,False,
"音频内容：

left: 喂，你好，我是东莞银行的客户经理小李。近期我们推出了一个针对村民的信用贷款，利息很低，审批也快。
left: 不知道你有没有什么资金需求。
right: 嗯，目前没有这方面的打算，谢谢你。
left: 好的，那你就加下我的微信吧，以后有需要的话，可以直接联系我，更加方便一些。
right: 微信就不加了，我还是比较谨慎的。
left: 理解，那你可以先扫一个二维码，了解一下我们这个贷款项目的详情，然后就不耽误你很多时间。
right: 二维码也不扫了，如果真有需要，我就会自己联系银行什么的。
left: 这样也可以，那我就给你发一个链接，然后你有空的时候可以看看，就链接里有详细的介绍和申请流程。
right: 链接也不看了，谢谢你的推荐，但我确实不需要。
left: 好的，那我再给你推荐一个，我们有一个专门的贷款APP，然后下载注册后可以享受更多优惠。
left: 然后操作也很简单。
right: 谢谢你的推荐。但我对下载这种APP还是有些顾虑，那就就不考虑了。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 您好，这里是某某银行客服中心，检测到您的账户有异常交易。为了您的资金安全，请您提供一下身份证号码，以便我们核实身份。
right: 您好，我最近确实没有进行过什么大额交易。不过为了安全起见，我还是亲自去银行一趟吧，就这样更放心一些。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 你好，我是星耀餐厅的服务员。你之前在我们这里预定了今晚6点的位置，确认一下你还会来吗？
right: 哦，是有，我不去的。
right: 那里有什么推荐菜吗？
left: 我们这里的招牌菜有清蒸海、鲈鱼和蒜蓉、西兰花，还有特色烤鸭，这个都非常受欢迎。
right: 好的，那我到时候就给这钱。然后还有的话，我可能就是带几个朋友一起去，然后能再加几个位子吗？
left: 当然可以您大约带几个人，我这边就帮您调整一下。
right: 大概4到5个人。
left: 好的，我会为您预留6个位置。
left: 请问你有特别的座位要求吗？比如靠窗或者不吸烟区。
right: 最好是不吸烟区，就是安静一点的地方。
left: 和解了，我会会安排不期间去回，那我们今晚就6点前。
right: 好的，谢谢。。



**",Relevance,预约服务,False,
"音频内容：

right: 喂。
left: 就那个什么你家的自行车还在卖吗？
right: 嗯，还在呢，你要真的来看看吗？
left: 可以，我打算买一辆，你看什么时候方便。
right: 我明天下午有空，明天下午过来行吗？
left: 行，我大概就是两点左右过去吧，可以吗？
right: 两点可以，你直接来我家就行。
left: 好的，那这辆车多少钱？
right: 这辆车是500块钱，因为是我自己用过的，所以价格低一点。
left: 可以，到时候我带现金过去。
right: 行，到时候你来了，这个我们再具体看看车怎么样。



**",Relevance,日常购物,False,
"音频内容：

left: 您好，我是您的银行客户经理张华。我们系统检测到您的账户有异常活动，需要您配合进行安全验证。请问您现在有点方便吗？
right: 也好，我最近呢确实没怎么用这个账户，可能真有什么问题，现在方便，您说吧，就是需要我怎么做。
left: 太好了，开心太好。为了确保您的账户安全，我们需要验证您的身份信息，请您提供一下开户时使用的身份证。
left: 号码和手机号码。
right: 好的，那我的身份证号码是犹豫了一下。不过就是您能告诉我具体是什么异常活动吗？
right: 我有点担心。
left: 当然可以理解您的担心。我们检测到有人尝试登录您的网上银行，并且有几笔未授权的转账请求。您那为了您的资金安全，我们需要尽快确认您的身份信息。这样呢我们才能冻结这些可疑交易。请您提供一下身份证号码和手机号码号码。
right: 就这样，那确实严我明白了我的身份证号码是。
right: 犹豫了一下，然后等一下，我先确认一下是不是真的有这些异常活动。那那您能给我大概几分钟吗？我马上回来。
left: 好的，我理解您的解释。但这种情况呢非常紧急，每耽误一分钟，您的资金安全就多一分风险。您可以先告诉我身份证号码和手机号码，我们马上开始处理，这样更安全。如果您还是不放心，我们也可以立即电话银行客服确认，但需要您的配合。
right: 好的，我理解您的意思。，然后我的身份证号码是犹豫了一下，等一下，我还是先打个电话给客服确认一下吧，这样更放心些。是，然后您稍等一下，我马上回来。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好，我是小张。我们这边是XX电商平台的客服专员。关于你前几天购买的商品，我们发现有些问题需要和你确认一下。
right: 你好有什么问题呢？
left: 我们怀疑你的订单可能被误操作，导致你没有享受到应该有的优惠。为了补偿你，那我们需要你配合完成一个简单的流程。
right: 好，那我应该怎么做呢？
left: 首先呢你需要点击我发给你的链接，进入我们的官方客服页面，然后按照指示操作。
right: 哦，好的，我等他看看。
left: 好的，另外呢为了保证你的账号安全，我们建议你下载我们的最新版官方AP，然后里面有很多新的这个优惠活动。
right: 下载APP吗？
right: 这有必要吗？
left: 是的。
left: 这是为了确保你的信息安全，而且通过AP操作会更加方便快捷。
right: 好吧，我试试看。
left: 太好了，如果你在操作过程中遇到任何问题，都可以随时联系我，祝您使用愉快。



**",Relevance,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是小明，你们店的蛋糕。
left: 就是我昨天买了一份，觉得味道很不错。
right: 你好，小明，很高兴你喜欢我们的蛋糕。
left: 对的，我想问问你们有没有做生日蛋糕的服务？
right: 有的我们提供各种款式的生日蛋糕，还可以根据您的这个需求定制。
left: 那太好了，我想给我妈妈定一个，大概需要提前几天预定。
right: 通常情况下，我们建议您提前2到3天预定，这样可以确保蛋糕的新鲜和质量。
left: 好的，我就打算下周六给他过生日。
left: 我这周五就是来预定，可以吗。
right: 可以的中午来预定完全没有问题。您可以直接来店里，然后也可以通过电话或者我们的线上平台预定。
left: 那我就在周五下午来你们店里预定，还有什么？我就想问一下，你们店里有没有提供那种写名字的服务。
right: 有的比如说我们提供免费写名字的服务，您只需要在预定时告诉我们需要写的内容就可以。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 喂，你好，我是农商银行的客户经理小李，您最近有没有资金周转的需求？
right: 哦，暂时没有，那你们有什么推荐？
left: 我们这里有一款免抵押的创业贷款额度高，审批快，非常适合您，就是这样的消息业主。
right: 听起来不错，怎么申请？
left: 您只需要下载我们的官方APP，然后填写一些基本信息，然后就能快速获得审批。
right: 下载呃pp安全嘛。
left: 绝对安全。我们的APP在各大应用商店都有。
left: 您直接就搜索这个农商银行就能找到。
right: 那我试试看吧，谢谢。
left: 不客气。
left: 如果您在下载或使用过程中遇到任何问题，都可以随时联系我，这是我的微信号，那您加一下吧。
right: 好的，我加你微信。



**",Relevance,咨询客服,True,银行诈骗
